,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
198,NCGC00179385-03,GNUXVOXXWGNPIV-UHFFFAOYSA-N,NCGC00179385-03,198,training,2.0,,,,,,,,,,0.0,,
199,NCGC00015121-17,QZVCTJOXCFMACW-UHFFFAOYSA-N,NCGC00015121-17,199,training,,,,,,,,,1.0,,,,
200,NCGC00015714-16,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,NCGC00015714-16,200,training,,,,,,,,,,,0.0,,
201,NCGC00164633-02,VKQFCGNPDRICFG-UHFFFAOYSA-N,NCGC00164633-02,201,training,,,,,,,,,,,0.0,,
202,NCGC00015455-10,RZTAMFZIAATZDJ-UHFFFAOYSA-N,NCGC00015455-10,202,training,,,,,,,,,1.0,,,,
203,NCGC00016960-07,WIGIZIANZCJQQY-RUCARUNLSA-N,NCGC00016960-07,203,training,,,,,,,,,,,0.0,,
204,NCGC00016610-07,FUSNMLFNXJSCDI-UHFFFAOYSA-N,NCGC00016610-07,204,training,,,,,,,,,,,0.0,,
205,NCGC00253726-01,WCTGYFWVYBPRGF-UHFFFAOYSA-N,NCGC00253726-01,205,training,,,,,,,,,,,0.0,,
206,NCGC00016384-15,NHUHCSRWZMLRLA-UHFFFAOYSA-N,NCGC00016384-15,206,training,3.0,,,,,,,,,,0.0,,
207,NCGC00249925-01,MIMJSJSRRDZIPW-UHFFFAOYSA-N,NCGC00249925-01,207,training,,,,,,,,,,,0.0,,
208,NCGC00015819-15,JWHAUXFOSRPERK-UHFFFAOYSA-N,NCGC00015819-15,208,training,,,,,,,,,,,0.0,,
209,NCGC00024777-04,KQWVAUSXZDRQPZ-UMTXDNHDSA-N,NCGC00024777-04,209,training,1.0,,,,,,,,,,0.0,,
210,NCGC00178697-04,GURKHSYORGJETM-WAQYZQTGSA-N,NCGC00178697-04,210,training,,,,,,,,,,,0.0,,
211,NCGC00016498-08,KNZADIMHVBBPOA-UHFFFAOYSA-N,NCGC00016498-08,211,training,,,,,,,,,1.0,,,,
212,NCGC00013130-04,GKQYGRWQCWWSHN-UHFFFAOYSA-N,NCGC00013130-04,212,training,,,,,,,,,,,0.0,,
213,NCGC00165846-04,DYCKFEBIOUQECE-UHFFFAOYSA-N,NCGC00165846-04,213,training,,,,,,,,,,,0.0,,
214,NCGC00167537-02,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,NCGC00167537-02,214,training,,,,,,,,,,,0.0,,
215,NCGC00168254-02,PLYSCVSCYOQVRP-UHFFFAOYSA-N,NCGC00168254-02,215,training,,,,,,,,,,,0.0,,
216,NCGC00015985-08,TUIXDPUEMQXVHO-UHFFFAOYSA-N,NCGC00015985-08,216,training,,,,,,,,,,,0.0,,
217,NCGC00018100-08,LFVPBERIVUNMGV-UHFFFAOYSA-N,NCGC00018100-08,217,training,,,,,,,,,,,0.0,,
218,NCGC00253702-01,KFZGLJSYQXZIGP-UHFFFAOYSA-N,NCGC00253702-01,218,training,,,,,,,,,,,0.0,,
219,NCGC00168464-04,MOQZYUUHIWPDQC-UHFFFAOYSA-M,NCGC00168464-04,219,training,0.0,,,,,,,,,,0.0,,
220,NCGC00015004-13,QWGDMFLQWFTERH-UHFFFAOYSA-N,NCGC00015004-13,220,training,,,,,,,,,0.0,,,,
221,NCGC00253606-01,ANUCDXCTICZJRH-UHFFFAOYSA-N,NCGC00253606-01,221,training,,,,,,,,,,,0.0,,
222,NCGC00271513-02,KSMAGQUYOIHWFS-UHFFFAOYSA-N,NCGC00271513-02,222,training,,,,,,,,,,,0.0,,
223,NCGC00253713-01,ZCJYUTQZBAIHBS-UHFFFAOYSA-N,NCGC00253713-01,223,training,,,,,,,,,,,1.0,,
224,NCGC00179578-03,WOFMFGQZHJDGCX-ZULDAHANSA-N,NCGC00179578-03,224,training,,,,,,,,,1.0,,,,
225,NCGC00025179-12,VKHAHZOOUSRJNA-GCNJZUOMSA-N,NCGC00025179-12,225,training,,,,,,,,,,,0.0,,
226,NCGC00017400-10,LUZRJRNZXALNLM-JGRZULCMSA-N,NCGC00017400-10,226,training,,,,,,,,,,,0.0,,
227,NCGC00163169-05,FIADGNVRKBPQEU-UHFFFAOYSA-N,NCGC00163169-05,227,training,,,,,,,,,,,0.0,,
228,NCGC00262954-01,IRLWJILLXJGJTD-UHFFFAOYSA-N,NCGC00262954-01,228,training,,,,,,,,,,,0.0,,
229,NCGC00015928-05,MVGSNCBCUWPVDA-MFOYZWKCSA-N,NCGC00015928-05,229,training,,,,,,,,,,,0.0,,
230,NCGC00160398-05,ZESSXQLDESEKGC-UHFFFAOYSA-N,NCGC00160398-05,230,training,,,,,,,,,,,0.0,,
231,NCGC00161601-02,LFWHFZJPXXOYNR-MFOYZWKCSA-N,NCGC00161601-02,231,training,,,,,,,,,,,0.0,,
232,NCGC00016490-12,LPEPZBJOKDYZAD-UHFFFAOYSA-N,NCGC00016490-12,232,training,,,,,,,,,,,0.0,,
233,NCGC00166006-02,LEVWYRKDKASIDU-IMJSIDKUSA-N,NCGC00166006-02,233,training,,,,,,,,,0.0,,,,
234,NCGC00249900-01,VHWSRELATOUTAG-UHFFFAOYSA-N,NCGC00249900-01,234,training,,,,,,,,,,,0.0,,
235,NCGC00188865-03,CUIHSIWYWATEQL-UHFFFAOYSA-N,NCGC00188865-03,235,training,,,,,,,,,,,0.0,,
236,NCGC00015870-27,GMGIWEZSKCNYSW-UHFFFAOYSA-N,NCGC00015870-27,236,training,0.0,,,,,,,,,,0.0,,
237,NCGC00179274-03,ULLNJSBQMBKOJH-SCNPRXQJSA-N,NCGC00179274-03,237,training,,,,,,,,,,,0.0,,
238,NCGC00164501-02,ACFHHZJOAUZSJU-XBXARRHUSA-N,NCGC00164501-02,238,training,,,,,,,,,1.0,,,,
239,NCGC00253587-01,PHWXUGHIIBDVKD-UHFFFAOYSA-N,NCGC00253587-01,239,training,,,,,,,,,,,0.0,,
240,NCGC00181039-02,FMMOOAYVCKXGMF-MURFETPASA-N,NCGC00181039-02,240,training,1.0,,,,,,,,,,1.0,,
241,NCGC00159551-02,NFHRQQKPEBFUJK-HSZRJFAPSA-N,NCGC00159551-02,241,training,,,,,,,,,1.0,,,,
242,NCGC00160370-02,YLWYNCPRXFCNLQ-UHFFFAOYSA-N,NCGC00160370-02,242,training,1.0,,,,,,,,1.0,,,,
243,NCGC00094852-03,XUIIKFGFIJCVMT-LBPRGKRZSA-N,NCGC00094852-03,243,training,3.0,,,,,,,,,,0.0,,
244,NCGC00178555-02,KTGRHKOEFSJQNS-BDQAORGHSA-N,NCGC00178555-02,244,training,,,,,,,,,,,0.0,,
245,NCGC00094937-04,PUXBGTOOZJQSKH-UHFFFAOYSA-N,NCGC00094937-04,245,training,1.0,,,,,,,,,,0.0,,
246,NCGC00160527-03,HUZTYZBFZKRPFG-UHFFFAOYSA-N,NCGC00160527-03,246,training,4.0,,,,,,,,,,0.0,,
247,NCGC00168759-05,OOUGLTULBSNHNF-UHFFFAOYSA-N,NCGC00168759-05,247,training,,,,,,,,,,,0.0,,
248,NCGC00016278-10,HYYBABOKPJLUIN-UHFFFAOYSA-N,NCGC00016278-10,248,training,,,,,,,,,,,0.0,,
249,NCGC00253693-01,QFGMXJOBTNZHEL-UHFFFAOYSA-N,NCGC00253693-01,249,training,,,,,,,,,,,0.0,,
250,NCGC00159451-06,PFENFDGYVLAFBR-UHFFFAOYSA-N,NCGC00159451-06,250,training,,,,,,,,,,,0.0,,
251,NCGC00163786-06,VEMKTZHHVJILDY-UXHICEINSA-N,NCGC00163786-06,251,training,1.0,,,,,,,,,,0.0,,
252,NCGC00344565-01,PVLJETXTTWAYEW-UHFFFAOYSA-N,NCGC00344565-01,252,training,,,,,,,,,,,0.0,,
253,NCGC00253598-01,SIBQAECNSSQUOD-UHFFFAOYSA-N,NCGC00253598-01,253,training,,,,,,,,,,,0.0,,
254,NCGC00160553-03,JYGLAHSAISAEAL-UHFFFAOYSA-N,NCGC00160553-03,254,training,,,,,,,,,,,0.0,,
255,NCGC00249902-01,LGUDKOQUWIHXOV-UHFFFAOYSA-N,NCGC00249902-01,255,training,,,,,,,,,,,0.0,,
256,NCGC00015818-14,FSVJFNAIGNNGKK-UHFFFAOYSA-N,NCGC00015818-14,256,training,4.0,,,,,,,,,,0.0,,
257,NCGC00164546-02,HGGAKXAHAYOLDJ-FHZUQPTBSA-N,NCGC00164546-02,257,training,0.0,,,,,,,,,,0.0,,
258,NCGC00166309-02,VWAUPFMBXBWEQY-ANULTFPQSA-N,NCGC00166309-02,258,training,,,,,,,,,,,0.0,,
259,NCGC00091009-07,GCKMFJBGXUYNAG-HLXURNFRSA-N,NCGC00091009-07,259,training,1.0,,,,,,,,,,0.0,,
260,NCGC00161634-06,BLUAFEHZUWYNDE-VUDJGEMNSA-N,NCGC00161634-06,260,training,,,,,,,,,,,0.0,,
261,NCGC00182082-03,CXGTZJYQWSUFET-LJQANCHMSA-N,NCGC00182082-03,261,training,1.0,,,,,,,,,,0.0,,
262,NCGC00159336-03,FKENQMMABCRJMK-RITPCOANSA-N,NCGC00159336-03,262,training,,,,,,,,,,,0.0,,
263,NCGC00018237-09,NFACJZMKEDPNKN-UHFFFAOYSA-N,NCGC00018237-09,263,training,,,,,,,,,,,0.0,,
264,NCGC00259302-01,RAPBNVDSDCTNRC-UHFFFAOYSA-N,NCGC00259302-01,264,training,,,0.0,,,,,,,,,,
265,NCGC00016296-07,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,NCGC00016296-07,265,training,,,,,,,,,1.0,,,,
266,NCGC00095109-08,PNVNVHUZROJLTJ-UHFFFAOYSA-N,NCGC00095109-08,266,training,2.0,,,,,,,,,,0.0,,
267,NCGC00094614-06,OSDLLIBGSJNGJE-UHFFFAOYSA-N,NCGC00094614-06,267,training,1.0,,,,,,,,,,0.0,,
268,NCGC00094818-09,PBBGSZCBWVPOOL-HDICACEKSA-N,NCGC00094818-09,268,training,1.0,,,,,,,,1.0,,,,
269,NCGC00164155-02,MOZDKDIOPSPTBH-UHFFFAOYSA-N,NCGC00164155-02,269,training,4.0,,,,,,,,,,0.0,,
270,NCGC00015558-14,JWZZKOKVBUJMES-UHFFFAOYSA-N,NCGC00015558-14,270,training,2.0,,,,,,,,,,0.0,,
271,NCGC00249050-02,XEDWWPGWIXPVRQ-UHFFFAOYSA-N,NCGC00249050-02,271,training,0.0,,,,,,,,,,0.0,,
272,NCGC00166134-02,UOACKFBJUYNSLK-XRKIENNPSA-N,NCGC00166134-02,272,training,3.0,,,,,,,,0.0,,,,
273,NCGC00021304-05,ZESRJSPZRDMNHY-YFWFAHHUSA-N,NCGC00021304-05,273,training,1.0,,,,,,,,,,0.0,,
274,NCGC00249912-01,APQPGQGAWABJLN-UHFFFAOYSA-N,NCGC00249912-01,274,training,,,,,,,,,,,0.0,,
275,NCGC00164503-02,HLFJBIVEMZFFOG-UHFFFAOYSA-N,NCGC00164503-02,275,training,1.0,,,,,,,,,,0.0,,
276,NCGC00159387-03,BXSSNHYHHLFNAV-UHFFFAOYSA-N,NCGC00159387-03,276,training,1.0,,,,,,,,,,0.0,,
277,NCGC00178802-06,IDDIJAWJANBQLJ-UHFFFAOYSA-N,NCGC00178802-06,277,training,3.0,,,,,,,,,,0.0,,
278,NCGC00167467-03,VEPSYABRBFXYIB-PWXDFCLTSA-M,NCGC00167467-03,278,training,1.0,,,,,,,,,,0.0,,
279,NCGC00167509-02,VPUGSHLBERYQGC-UHFFFAOYSA-M,NCGC00167509-02,279,training,,,,,,,,,,,0.0,,
280,NCGC00249052-02,WQFDRFDIWAMOPA-UHFFFAOYSA-L,NCGC00249052-02,280,training,0.0,,,,,,,,,,0.0,,
282,NCGC00162116-04,VGEOUKPOQQEQSX-OALZAMAHSA-M,NCGC00162116-04,282,training,2.0,,,,,,,,,,0.0,,
283,NCGC00021125-03,KPHWPUGNDIVLNH-UHFFFAOYSA-M,NCGC00021125-03,283,training,1.0,,,,,,,,,,0.0,,
284,NCGC00023016-07,BITQGIOJQWZUPL-PBCQUBLHSA-M,NCGC00023016-07,284,training,0.0,,,,,,,,,,0.0,,
285,NCGC00178782-04,SIGZQNJITOWQEF-VICXVTCVSA-M,NCGC00178782-04,285,training,0.0,,,,,,,,,,0.0,,
286,NCGC00159340-05,RFMIKMMOLPNEDG-QVUDESDKSA-M,NCGC00159340-05,286,training,,,,,,,,,,,0.0,,
287,NCGC00189073-02,CYOHGALHFOKKQC-UHFFFAOYSA-N,NCGC00189073-02,287,training,,,,,,,,,,,0.0,,
288,NCGC00160438-02,WEEYMMXMBFJUAI-UHFFFAOYSA-N,NCGC00160438-02,288,training,,,,,,,,,,,0.0,,
289,NCGC00095209-06,OLOOJGVNMBJLLR-UHFFFAOYSA-N,NCGC00095209-06,289,training,,,,,,,,,,,0.0,,
290,NCGC00024494-02,QNAYBMKLOCPYGJ-UWTATZPHSA-N,NCGC00024494-02,290,training,,,,,,,,,0.0,,,,
291,NCGC00253603-01,PTQMMNYJKCSPET-OMHQDGTGSA-N,NCGC00253603-01,291,training,,,,,,,,,,,0.0,,
292,NCGC00167524-02,MQHLMHIZUIDKOO-AYHJJNSGSA-N,NCGC00167524-02,292,training,,,,,,,,,,,0.0,,
293,NCGC00168352-02,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,NCGC00168352-02,293,training,,,,,,,,,,,1.0,,
294,NCGC00063561-03,CPHGOBGXZQKCKI-UHFFFAOYSA-N,NCGC00063561-03,294,training,,,,,,,,,,,0.0,,
295,NCGC00093949-05,DBPWSSGDRRHUNT-CEGNMAFCSA-N,NCGC00093949-05,295,training,1.0,,,,,,,,,,0.0,,
296,NCGC00166298-02,UDKABVSQKJNZBH-DWNQPYOZSA-N,NCGC00166298-02,296,training,,,,,,,,,,,0.0,,
297,NCGC00024196-05,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,NCGC00024196-05,297,training,,,,,,,,,,,0.0,,
298,NCGC00025004-04,JARNORYOPMINDY-UHFFFAOYSA-N,NCGC00025004-04,298,training,4.0,,,,,,,,,,0.0,,
299,NCGC00249931-01,ZLVMAMIPILWYHQ-INIZCTEOSA-N,NCGC00249931-01,299,training,,,,,,,,,,,0.0,,
300,NCGC00015086-04,PWKSKIMOESPYIA-BYPYZUCNSA-N,NCGC00015086-04,300,training,1.0,,,,,,,,,,0.0,,
301,NCGC00253740-01,VPPJLAIAVCUEMN-GFCCVEGCSA-N,NCGC00253740-01,301,training,,,,,,,,,,,0.0,,
302,NCGC00091761-07,NLZUEZXRPGMBCV-UHFFFAOYSA-N,NCGC00091761-07,302,training,3.0,,,,,,,,,,0.0,,
303,NCGC00167440-02,GJPICJJJRGTNOD-UHFFFAOYSA-N,NCGC00167440-02,303,training,,,,,,,,,,,0.0,,
304,NCGC00160640-03,LWUDDYHYYNNIQI-ZDUSSCGKSA-N,NCGC00160640-03,304,training,,,,,,,,,,,0.0,,
305,NCGC00271789-02,RJURFGZVJUQBHK-IIXSONLDSA-N,NCGC00271789-02,305,training,,,,,,,,,,,0.0,,
306,NCGC00095836-05,FWKQNCXZGNBPFD-UHFFFAOYSA-N,NCGC00095836-05,306,training,,,,,,,,,,,0.0,,
307,NCGC00165976-02,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,NCGC00165976-02,307,training,,,,,,,,,,,0.0,,
308,NCGC00070736-03,DOUYETYNHWVLEO-UHFFFAOYSA-N,NCGC00070736-03,308,training,,,,,,,,,,,0.0,,
309,NCGC00024810-07,DURULFYMVIFBIR-UHFFFAOYSA-N,NCGC00024810-07,309,training,4.0,,,,,,,,0.0,,,,
310,NCGC00164588-02,YPIQVCUJEKAZCP-UHFFFAOYSA-N,NCGC00164588-02,310,training,,,,,,,,,,,0.0,,
311,NCGC00090756-12,QGNJRVVDBSJHIZ-QHLGVNSISA-N,NCGC00090756-12,311,training,,,,,,,,,,,0.0,,
312,NCGC00159522-05,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,NCGC00159522-05,312,training,,,,,,,,,,,0.0,,
313,NCGC00015883-11,RAPZEAPATHNIPO-UHFFFAOYSA-N,NCGC00015883-11,313,training,4.0,,,,,,,,,,0.0,,
314,NCGC00025104-09,YZFWTZACSRHJQD-UHFFFAOYSA-N,NCGC00025104-09,314,training,,,,,,,,,,,0.0,,
315,NCGC00166243-03,MCPKSFINULVDNX-UHFFFAOYSA-N,NCGC00166243-03,315,training,,,,,,,,,,,0.0,,
316,NCGC00249934-01,CANCCLAKQQHLNK-UHFFFAOYSA-N,NCGC00249934-01,316,training,,,,,,,,,,,0.0,,
317,NCGC00016311-19,MRBDMNSDAVCSSF-UHFFFAOYSA-N,NCGC00016311-19,317,training,,,,,,,,,,,0.0,,
318,NCGC00181000-02,RYVJQEZJUFRANT-UHFFFAOYSA-N,NCGC00181000-02,318,training,0.0,,,,,,,,,,0.0,,
319,NCGC00014702-15,SZRPDCCEHVWOJX-UHFFFAOYSA-N,NCGC00014702-15,319,training,3.0,,,,,,,,,,0.0,,
320,NCGC00015610-17,VHOGYURTWQBHIL-UHFFFAOYSA-N,NCGC00015610-17,320,training,,,,,,,,,,,0.0,,
321,NCGC00179602-03,PDMMFKSKQVNJMI-BLQWBTBKSA-N,NCGC00179602-03,321,training,,,,,,,,,,,0.0,,
322,NCGC00182707-03,HSWPZIDYAHLZDD-UHFFFAOYSA-N,NCGC00182707-03,322,training,,,,,,,,,0.0,,,,
323,NCGC00016256-17,WKSAUQYGYAYLPV-UHFFFAOYSA-N,NCGC00016256-17,323,training,,,,,,,,,,,0.0,,
324,NCGC00024762-04,NFIXBCVWIPOYCD-UHFFFAOYSA-N,NCGC00024762-04,324,training,,,,,,,,,,,0.0,,
325,NCGC00091902-11,JXSJBGJIGXNWCI-UHFFFAOYSA-N,NCGC00091902-11,325,training,0.0,,,,,,,,,,0.0,,
326,NCGC00094516-08,BXNANOICGRISHX-UHFFFAOYSA-N,NCGC00094516-08,326,training,0.0,,,,,,,,,,0.0,,
327,NCGC00179424-04,PPSVFZXMDMUIGB-UHFFFAOYSA-N,NCGC00179424-04,327,training,2.0,,,,,,,,,,0.0,,
328,NCGC00016438-04,DERJYEZSLHIUKF-UHFFFAOYSA-N,NCGC00016438-04,328,training,4.0,,,,,,,,,,0.0,,
329,NCGC00167527-03,IEPMBYOIQGCVHO-UHFFFAOYSA-N,NCGC00167527-03,329,training,,,,,,,,,,,0.0,,
330,NCGC00182057-03,OIWRDXKNDCJZSM-UHFFFAOYSA-N,NCGC00182057-03,330,training,,,,,,,,,0.0,,,,
331,NCGC00025345-02,LUCXVPAZUDVVBT-UNTBIKODSA-N,NCGC00025345-02,331,training,,,,,,,,,,,0.0,,
332,NCGC00182709-03,DLPGJHSONYLBKP-IKGOIYPNSA-N,NCGC00182709-03,332,training,4.0,,,,,,,,,,0.0,,
333,NCGC00016667-04,PRGUDWLMFLCODA-UHFFFAOYSA-N,NCGC00016667-04,333,training,2.0,,,,,,,,,,0.0,,
334,NCGC00016557-06,UPUDVKWQBVIKBG-UHFFFAOYSA-N,NCGC00016557-06,334,training,,,,,,,,,,,0.0,,
335,NCGC00016825-06,MVOWQBJZZKOQNU-UHFFFAOYSA-N,NCGC00016825-06,335,training,,,,,,,,,,,0.0,,
336,NCGC00015279-08,FIVHOHCAXWQPGC-UHFFFAOYSA-N,NCGC00015279-08,336,training,4.0,,,,,,,,,,0.0,,
337,NCGC00016035-13,OHHDIOKRWWOXMT-UHFFFAOYSA-N,NCGC00016035-13,337,training,4.0,,,,,,,,,,0.0,,
338,NCGC00015236-04,CKAKVKWRMCAYJD-UHFFFAOYSA-N,NCGC00015236-04,338,training,,,,,,,,,,,0.0,,
339,NCGC00016397-04,HNNIWKQLJSNAEQ-UHFFFAOYSA-N,NCGC00016397-04,339,training,0.0,,,,,,,,,,0.0,,
340,NCGC00179582-03,IWVTXAGTHUECPN-ANBBSHPLSA-N,NCGC00179582-03,340,training,2.0,,,,,,,,,,0.0,,
341,NCGC00179594-03,SVSFIELZISOJDT-XRZFDKQNSA-N,NCGC00179594-03,341,training,2.0,,,,,,,,,,0.0,,
342,NCGC00178086-03,ZLHFONARZHCSET-UHFFFAOYSA-N,NCGC00178086-03,342,training,,,,,,,,,,,0.0,,
343,NCGC00015501-09,ZUXNZUWOTSUBMN-UHFFFAOYSA-N,NCGC00015501-09,343,training,2.0,,,,,,,,,,0.0,,
344,NCGC00167437-02,XIXYTCLDXQRHJO-RFVHGSKJSA-N,NCGC00167437-02,344,training,1.0,,,,,,,,0.0,,,,
345,NCGC00015453-08,RRJFVPUCXDGFJB-UHFFFAOYSA-N,NCGC00015453-08,345,training,4.0,,,,,,,,,,0.0,,
346,NCGC00016959-06,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,NCGC00016959-06,346,training,0.0,,,,,,,,,,0.0,,
347,NCGC00167962-06,IBBLRJGOOANPTQ-JKVLGAQCSA-N,NCGC00167962-06,347,training,0.0,,,,,,,,0.0,,,,
348,NCGC00167459-02,MBGXILHMHYLZJT-UHFFFAOYSA-N,NCGC00167459-02,348,training,3.0,,,,,,,,,,0.0,,
349,NCGC00167442-03,ZZIZZTHXZRDOFM-XFULWGLBSA-N,NCGC00167442-03,349,training,0.0,,,,,,,,,,0.0,,
350,NCGC00167769-04,QLMRJHFAGVFUAC-UHFFFAOYSA-N,NCGC00167769-04,350,training,,,,,,,,,,,0.0,,
351,NCGC00185744-02,QSRVZCCJDKYRRF-YDALLXLXSA-N,NCGC00185744-02,351,training,,,,,,,,,,,0.0,,
352,NCGC00015417-04,ATADHKWKHYVBTJ-FVGYRXGTSA-N,NCGC00015417-04,352,training,2.0,,,,,,,,,,0.0,,
353,NCGC00247665-04,JKDNMUXKOJNCHS-UHFFFAOYSA-N,NCGC00247665-04,353,training,4.0,,,,,,,,,,0.0,,
354,NCGC00263537-01,DQLATGHUWYMOKM-UHFFFAOYSA-L,NCGC00263537-01,354,training,2.0,,,,,,,,,,0.0,,
355,NCGC00016637-10,BDYYDXJSHYEDGB-UHFFFAOYSA-N,NCGC00016637-10,355,training,,,,,,,,,,,0.0,,
356,NCGC00253724-01,WUZSFIKFFXBHMB-UHFFFAOYSA-N,NCGC00253724-01,356,training,,,,,,,,,,,0.0,,
357,NCGC00163886-05,JHJOOSLFWRRSGU-UHFFFAOYSA-N,NCGC00163886-05,357,training,4.0,,,,,,,,,,0.0,,
358,NCGC00164539-02,ZQTOZLYOIRKCPL-UHFFFAOYSA-N,NCGC00164539-02,358,training,,,,,,,,,,,0.0,,
359,NCGC00253719-01,DOAYWDKFDPSTSV-UHFFFAOYSA-N,NCGC00253719-01,359,training,,,,,,,,,,,0.0,,
360,NCGC00253581-01,CFIGYZZVJNJVDQ-LMJOQDENSA-N,NCGC00253581-01,360,training,,,,,,,,,,,0.0,,
361,NCGC00095161-05,ALLWOAVDORUJLA-UHFFFAOYSA-N,NCGC00095161-05,361,training,3.0,,,,,,,,,,0.0,,
362,NCGC00015089-17,XSDQTOBWRPYKKA-UHFFFAOYSA-N,NCGC00015089-17,362,training,2.0,,,,,,,,,,0.0,,
363,NCGC00095978-06,PWPJGUXAGUPAHP-UHFFFAOYSA-N,NCGC00095978-06,363,training,1.0,,,,,,,,,,0.0,,
364,NCGC00262934-01,PPCPQDDCMQRJLS-UHFFFAOYSA-N,NCGC00262934-01,364,training,,,,,,,,,1.0,,,,
365,NCGC00181795-02,KHPKQFYUPIUARC-UHFFFAOYSA-N,NCGC00181795-02,365,training,,,,,,,,,,,0.0,,
366,NCGC00023373-03,CBGUOGMQLZIXBE-XGQKBEPLSA-N,NCGC00023373-03,366,training,,,,,,,,,,,0.0,,
367,NCGC00179475-03,MUQNGPZZQDCDFT-JNQJZLCISA-N,NCGC00179475-03,367,training,,,,,,,,,,,0.0,,
368,NCGC00253732-01,RMGFLMXDCGQKPS-UHFFFAOYSA-N,NCGC00253732-01,368,training,,,,,,,,,,,0.0,,
369,NCGC00274277-01,ALELTFCQZDXAMQ-UHFFFAOYSA-N,NCGC00274277-01,369,training,,,,,,,,,,,0.0,,
370,NCGC00090680-06,CVXBEEMKQHEXEN-UHFFFAOYSA-N,NCGC00090680-06,370,training,0.0,,,,,,,,,,0.0,,
371,NCGC00274071-01,LOUPRKONTZGTKE-VOMFEXJBSA-N,NCGC00274071-01,371,training,,,,,,,,,,,0.0,,
372,NCGC00249899-01,CMDKPGRTAQVGFQ-UHFFFAOYSA-N,NCGC00249899-01,372,training,,,,,,,,,,,0.0,,
373,NCGC00160396-04,MEUQWHZOUDZXHH-UHFFFAOYSA-N,NCGC00160396-04,373,training,,,,,,,,,,,0.0,,
374,NCGC00344564-01,GZSOSUNBTXMUFQ-YFAPSIMESA-N,NCGC00344564-01,374,training,3.0,,,,,,,,,,0.0,,
375,NCGC00160657-03,JHBWYQRKOUBPCA-UHFFFAOYSA-N,NCGC00160657-03,375,training,,,,,,,,,,,0.0,,
376,NCGC00261979-01,VSLIUWLPFRVCDL-UHFFFAOYSA-N,NCGC00261979-01,376,training,,,,,,,,,0.0,,,,
377,NCGC00093362-05,FUWLKZQYMWTFBA-UHFFFAOYSA-N,NCGC00093362-05,377,training,,,,,,,,,,,0.0,,
378,NCGC00178711-03,JIYMVSQRGZEYAX-CWUUNJJBSA-N,NCGC00178711-03,378,training,,,,,,,,,,,0.0,,
379,NCGC00015724-17,JZFPYUNJRRFVQU-UHFFFAOYSA-N,NCGC00015724-17,379,training,,,,,,,,,,,0.0,,
380,NCGC00167754-02,ANMLJLFWUCQGKZ-UHFFFAOYSA-N,NCGC00167754-02,380,training,,,,,,,,,,,0.0,,
381,NCGC00018193-11,CJOFXWAVKWHTFT-XSFVSMFZSA-N,NCGC00018193-11,381,training,,,,,,,,,,,0.0,,
382,NCGC00093926-05,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,NCGC00093926-05,382,training,2.0,,,,,,,,,,0.0,,
383,NCGC00263575-01,OLNTVTPDXPETLC-XPWALMASSA-N,NCGC00263575-01,383,training,,,,,,,,,,,0.0,,
384,NCGC00015784-14,HXCNRYXBZNHDNE-UHFFFAOYSA-N,NCGC00015784-14,384,training,4.0,,,,,,,,,,0.0,,
385,NCGC00016602-04,FEBOTPHFXYHVPL-UHFFFAOYSA-N,NCGC00016602-04,385,training,1.0,,,,,,,,,,0.0,,
386,NCGC00015500-19,LNEPOXFFQSENCJ-UHFFFAOYSA-N,NCGC00015500-19,386,training,,,,,,,,,,,0.0,,
387,NCGC00016590-06,XTKDAFGWCDAMPY-UHFFFAOYSA-N,NCGC00016590-06,387,training,1.0,,,,,,,,,,0.0,,
388,NCGC00167519-02,LDXDSHIEDAPSSA-OAHLLOKOSA-N,NCGC00167519-02,388,training,,,,,,,,,,,0.0,,
389,NCGC00274061-01,KVJXBPDAXMEYOA-CXANFOAXSA-N,NCGC00274061-01,389,training,,,,,,,,,1.0,,,,
390,NCGC00016896-06,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,NCGC00016896-06,390,training,,,,,,,,,,,0.0,,
391,NCGC00178376-05,NHZLNPMOSADWGC-UHFFFAOYSA-N,NCGC00178376-05,391,training,1.0,,,,,,,,,,0.0,,
392,NCGC00090816-05,PLIKAWJENQZMHA-UHFFFAOYSA-N,NCGC00090816-05,392,training,,,,,,,,,,,0.0,,
393,NCGC00162319-05,TUFADSGTJUOBEH-ZWNOBZJWSA-N,NCGC00162319-05,393,training,,,,,,,,,,,0.0,,
394,NCGC00160496-02,YMFGJWGABDOFID-UHFFFAOYSA-N,NCGC00160496-02,394,training,,,,,,,,,,,0.0,,
